case_id,run_id,dataset,system,source_file,line_no,qa_key,uuid,question_type,question,gold_answer,baseline_response,baseline_label,evidence_count,retrieved_count,token_any_exact_hit,token_any_hit_0p60,token_all_hit_0p60,token_max_coverage,semantic_any_supported,semantic_all_supported,semantic_any_partial_or_supported,semantic_all_partial_or_supported,semantic_any_contradicted,evidence_results_json,case_rationale
mem0_medium:426,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,426,3:29:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown express a preference for synthetic fiber t-shirts due to their environmental benefits on April 07, 2030?","No, he preferred organic cotton t-shirts for environmental benefits.",No evidence found.,omission,2,20,False,False,False,0.4118,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown updated his clothing preference from 'Soft cotton t-shirts' to 'Organic cotton t-shirts' for their environmental benefits."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions organic cotton or environmental benefits; m5 mentions soft cotton t-shirts but not organic or environmental benefits.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed enthusiasm about the continued comfort and environmental benefits of organic cotton."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions enthusiasm about organic cotton or environmental benefits.""}]",Retrieved memories lack any mention of organic cotton or environmental benefits; only m5 mentions cotton t-shirts but without the key facts.
mem0_medium:427,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,427,3:29:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown plan to explore more synthetic clothing options after watching documentaries on April 07, 2030?","No, he planned to explore sustainable clothing options.",No evidence found.,omission,2,20,False,False,False,0.2632,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown plans to explore other sustainable clothing options in the future."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions exploring sustainable clothing options.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown's decision to switch to organic cotton t-shirts was influenced by documentaries and articles on environmental impact."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions documentaries, articles, or environmental impact influencing clothing choices.""}]",Retrieved memories do not contain any facts about sustainable clothing or documentaries influencing clothing choices.
mem0_medium:433,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,433,3:30:6,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Multi-hop Inference,"How does Donald Brown's career change align with his humanitarian goals as of April 15, 2030?",Impacting 1 million people globally through accessibility technology.,Retirement enables humanitarian focus.,hallucination,3,20,False,False,False,0.3182,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's career change aligns with his humanitarian life goal of positively impacting 1 million people globally through technology for disabilities."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions impacting 1 million people globally through accessibility technology.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown finds satisfaction in his work at AccessTech Innovations, contributing to impactful projects that align with his humanitarian goals."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions AccessTech Innovations or satisfaction from impactful projects.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Brown expressed enthusiasm for his work and commitment to his humanitarian goals, reflecting a deep sense of professional fulfillment."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory expresses enthusiasm for work or commitment to humanitarian goals.""}]","Retrieved memories are about retirement, health, friends, and general aspirations, but none contain the specific factual claims about career change aligning with humanitarian goals or impacting 1 million people."
mem0_medium:434,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,434,3:30:7,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Multi-hop Inference,"What strategies did Donald Brown use to maintain his health while transitioning to his new job by April 15, 2030?",Setting clear boundaries between work and personal commitments.,No relevant memories found.,omission,3,20,False,False,False,0.4737,False,False,True,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown emphasizes setting clear boundaries between work and personal commitments to manage time effectively."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions setting clear boundaries between work and personal commitments.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown maintains excellent physical health and a balanced mental state through careful management of work demands and personal commitments."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m1"", ""m4""], ""rationale"": ""Memories mention health focus and balanced lifestyle but not the specific strategy of setting boundaries.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Brown discussed the importance of setting clear boundaries between work and personal commitments to manage time effectively."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory discusses the importance of setting clear boundaries.""}]",Retrieved memories cover health improvements and balanced lifestyle but lack the specific strategy of setting boundaries between work and personal commitments.
mem0_medium:442,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,442,3:33:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Basic Fact Recall,"What is Donald Brown's current stance on techno music as of February 10, 2031?",He appreciates its complexity and diversity.,Does not like techno.,hallucination,1,20,False,False,False,0.35,False,False,False,False,True,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's music preference changed from disliking techno music to appreciating its complexity and diversity after exposure to its diverse sub-genres."", ""status"": ""contradicted"", ""best_memory_ids"": [""m9""], ""rationale"": ""Memory m9 states user dislikes techno as repetitive, contradicting gold evidence that he now appreciates its complexity and diversity.""}]",No retrieved memory supports the current stance; m9 directly contradicts it.
mem0_medium:443,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,443,3:33:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Basic Fact Recall,What event significantly impacted Donald Brown's perspective on techno music?,Attending music festivals.,No relevant memory found.,omission,1,20,False,False,False,0.2273,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown attended music festivals where he was exposed to various sub-genres of techno, significantly impacting his perspective and broadening his understanding."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions attending music festivals or exposure to techno sub-genres.""}]",Retrieved memories are topically unrelated to the event that impacted his perspective on techno music.
mem0_medium:437,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,437,3:31:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown express a preference for nature retreats over culturally immersive travel experiences on Jul 19, 2030?","No, he prefers culturally immersive experiences over nature retreats.",No memory exists for that date.,omission,2,20,False,False,False,0.375,False,False,False,False,True,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown no longer prefers nature retreats due to a lack of social interaction, favoring more engaging and culturally immersive travel experiences."", ""status"": ""contradicted"", ""best_memory_ids"": [""m1"", ""m2"", ""m3""], ""rationale"": ""Retrieved memories show Donald still considering nature retreats positively, contradicting gold evidence that he no longer prefers them.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown's travel preferences have shifted towards destinations that offer social interaction and cultural engagement."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""Retrieved memories mention cultural immersion but do not indicate a shift away from nature retreats; they present both as current interests.""}]",Retrieved memories do not reflect the preference shift stated in gold evidence; they still show interest in nature retreats.
mem0_medium:439,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,439,3:32:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,What type of science fiction novels might Donald Brown enjoy reading in 2031?,Character-driven novels with rich interpersonal dynamics.,Not enough information.,omission,3,20,False,False,False,0.2941,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's reading preference is character-driven science fiction novels, appreciating deeper character development and interpersonal dynamics."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""Retrieved memory m1 only says he enjoys science fiction novels generally, not specifically character-driven ones.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed interest in character-driven science fiction novels that focus on deep character development and interpersonal dynamics."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions character-driven science fiction or interpersonal dynamics.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Brown's exploratory motivation influences his preference for science fiction novels with rich character narratives, reflecting cognitive curiosity."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory links his exploratory motivation to character-driven science fiction.""}]",Retrieved memories lack the specific claim about character-driven science fiction novels.
mem0_medium:449,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,449,3:35:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Basic Fact Recall,"What event did Donald Brown complete on Sep 04, 2031?",Donald Brown completed a half-marathon.,No relevant memory found.,omission,1,20,False,False,False,0.2105,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown completed a half-marathon on Sep 04, 2031, leading to a reevaluation of marathon running as an enjoyable challenge."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Brown completing a half-marathon on Sep 04, 2031.""}]","Retrieved memories are about personal details, health habits, friends, and retirement, but none contain the fact that Donald Brown completed a half-marathon."
mem0_medium:451,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,451,3:37:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Basic Fact Recall,"What dietary change did Donald Brown make on December 16, 2031?",Removed dark chocolate from his diet.,No relevant memory found.,omission,1,20,False,False,False,0.2667,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown removed dark chocolate from his diet due to health concerns about sugar intake."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions removing dark chocolate from diet.""}]","Retrieved memories discuss health focus, loss of interest in grilled salmon, but not dark chocolate removal."
mem0_medium:447,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,447,3:35:1,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown decide to stop participating in endurance events after the half-marathon on Sep 04, 2031?","No, he expressed a desire to continue participating.",No relevant memory found.,omission,1,20,False,False,False,0.3333,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown expressed a desire to continue participating in endurance events, valuing the community support and personal achievement."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Brown's desire to continue participating in endurance events or the half-marathon on Sep 04, 2031.""}]","Retrieved memories focus on retirement, health, and community activities, but none contain the factual claim about continuing endurance events."
mem0_medium:448,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,448,3:35:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"Based on Donald Brown's experience on Sep 04, 2031, what type of fitness events might he enjoy in the future?",Endurance events with strong community support.,No relevant memories found.,omission,3,20,False,False,False,0.2778,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown completed a half-marathon on Sep 04, 2031, leading to a reevaluation of marathon running as an enjoyable challenge."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No memory mentions completing a half-marathon on Sep 04, 2031 or reevaluation of marathon running.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown's perception of marathon running changed after experiencing a supportive community atmosphere during a half-marathon."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No memory mentions a supportive community atmosphere during a half-marathon or change in perception of marathon running.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Brown expressed a desire to continue participating in endurance events, valuing the community support and personal achievement."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No memory mentions desire to continue participating in endurance events or valuing community support and personal achievement.""}]","Retrieved memories discuss community events, health, and retirement but lack any mention of half-marathon, endurance events, or the specific experiences on Sep 04, 2031."
mem0_medium:452,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,452,3:37:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What alternative snacks might Donald Brown consider for enjoyment without compromising his health after December 16, 2031?",Snacks low in sugar.,No relevant memory found.,omission,3,20,False,False,False,0.2941,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown removed dark chocolate from his diet due to health concerns about sugar intake."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions removing dark chocolate or health concerns about sugar.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown is seeking alternative snacks that offer enjoyment without compromising health."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions seeking alternative snacks for enjoyment without compromising health.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Brown's health check-up revealed a need to reduce sugar intake, influencing his dietary decisions."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions a health check-up or need to reduce sugar intake.""}]","Retrieved memories are topically unrelated to sugar intake or dietary changes; they focus on retirement, health in general, and social activities."
mem0_medium:453,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,453,3:40:1,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown decide to stick with comfortable sneakers on Mar 28, 2032?","No, he switched to ergonomic sneakers for better support and style.",No relevant memory found.,omission,1,20,False,False,False,0.3913,False,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's clothing preference changed from 'Comfortable sneakers' to 'Ergonomic sneakers' for their enhanced support, comfort, and style during extended periods of standing."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m3"", ""m9""], ""rationale"": ""m3 mentions reconsidering footwear for style and comfort; m9 mentions preference for comfortable sneakers, but neither explicitly states a switch to ergonomic sneakers.""}]","Retrieved memories show awareness of footwear preferences and a prompt to reconsider, but do not confirm the switch to ergonomic sneakers."
mem0_medium:455,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,455,3:40:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"Given Donald Brown's preference for ergonomic sneakers as of Mar 28, 2032, what type of footwear might enhance his comfort during a hiking trip?",Ergonomic hiking boots.,Ergonomic sneakers,hallucination,3,20,False,False,False,0.3913,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's clothing preference changed from 'Comfortable sneakers' to 'Ergonomic sneakers' for their enhanced support, comfort, and style during extended periods of standing."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions 'ergonomic sneakers' or the change from comfortable to ergonomic sneakers.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown is committed to integrating new insights into his daily routine, emphasizing the role of supportive footwear in enhancing his overall well-being."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory discusses commitment to integrating new insights or supportive footwear for well-being.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Brown is excited about the potential benefits of ergonomic sneakers, including physical comfort, confidence, and productivity."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions excitement about ergonomic sneakers or their benefits.""}]","Retrieved memories focus on stylish sneakers, conference, friends, and general health, but none contain the specific factual claims about ergonomic sneakers or the change in preference."
mem0_medium:461,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,461,3:41:6,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What stress management techniques might Donald Brown find effective for future challenges after April 24, 2032?",Meditation and yoga.,Mindfulness and cultural exploration.,hallucination,2,20,False,False,False,0.2778,False,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown implemented stress management techniques such as meditation and yoga to cope with entrepreneurial challenges."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m4"", ""m12""], ""rationale"": ""m4 mentions 'mindfulness practices' and m12 mentions 'mindfulness practice', which are related to meditation, but yoga is not explicitly mentioned.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown's stress management techniques include meditation and yoga, which have become integral to his daily routine."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m4"", ""m12""], ""rationale"": ""Same as above: mindfulness is mentioned but yoga is not; also not stated as integral to daily routine.""}]",Retrieved memories mention mindfulness practices (related to meditation) but do not mention yoga or explicitly state that these techniques are used for stress management or are integral to daily routine.
mem0_medium:464,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,464,3:41:9,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What strategies might Donald Brown consider for expanding EmpowerTech Innovations after April 24, 2032?",Expand partnerships and increase technology adoption.,No relevant memories found.,omission,2,20,False,False,False,0.4286,True,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown emphasized the importance of expanding partnerships and increasing technology adoption by organizations to enhance the impact of EmpowerTech Innovations."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m4"", ""m11"", ""m12""], ""rationale"": ""Memories mention attending conferences, mentoring, and focusing on innovation, but do not explicitly mention expanding partnerships or increasing technology adoption by organizations.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed determination to continue pursuing innovative solutions for global impact and to develop new technologies that empower individuals with disabilities."", ""status"": ""supported"", ""best_memory_ids"": [""m6"", ""m7"", ""m14"", ""m16""], ""rationale"": ""Memories mention pursuing innovative solutions, developing accessible technologies, and empowering individuals with disabilities, matching the determination and goals in e2.""}]",e1 is partially supported because retrieved memories cover related strategies but miss the specific 'expand partnerships' and 'increase technology adoption' phrasing. e2 is supported by multiple memories about innovative solutions and assistive technology.
mem0_medium:465,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,465,3:42:1,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Basic Fact Recall,"What type of travel does Donald Brown prefer as of July 09, 2032?",Cultural festivals,Nature retreats and cultural immersion.,hallucination,1,20,False,False,False,0.2857,False,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's travel preference shifted towards cultural festivals, finding them vibrant and enriching."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m6"", ""m16"", ""m19""], ""rationale"": ""Memories mention cultural immersion trips and nature retreats, but do not specifically state 'cultural festivals' as the preferred travel type.""}]","The gold evidence states preference shifted to cultural festivals. Retrieved memories mention cultural immersion trips and nature retreats, which are related but not specifically cultural festivals. Thus partially supported."
mem0_medium:472,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,472,3:44:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What type of new cultural experiences might Donald Brown explore after January 30, 2033?","Jazz, due to similar exploratory motivation.",No relevant memories found.,omission,1,20,False,False,False,0.1739,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's exploratory motivation led him to reevaluate his perception of opera music after witnessing a live performance, similar to his experience with jazz."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions jazz, opera, or Donald Brown's exploratory motivation related to music performances.""}]",Retrieved memories discuss cultural immersion trips and personal background but lack the specific factual claim about jazz or opera.
mem0_medium:473,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,473,3:44:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What kind of music performances is Donald Brown likely to attend after January 30, 2033?",Live opera performances.,No relevant information found.,omission,1,20,False,False,False,0.2353,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown expressed a desire to attend more live opera performances, appreciating the genre's dramatic appeal."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions live opera performances or Donald Brown's desire to attend them.""}]","Retrieved memories focus on technology, health, and social connections, not on opera or music performances."
mem0_medium:462,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,462,3:41:7,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"How might Donald Brown's commitment to humanitarian goals influence his business strategies after April 24, 2032?",Focus on empowering individuals with disabilities.,No relevant memories found.,omission,2,20,False,False,False,0.3333,False,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown launched EmpowerTech Innovations, driven by his life goal to empower individuals with disabilities."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m12""], ""rationale"": ""m12 mentions developing accessible technologies for people with disabilities, which aligns with the goal of empowering individuals with disabilities, but does not mention the startup name 'EmpowerTech Innovations'.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed pride in the progress made towards his goal of empowering individuals with disabilities through his startup, EmpowerTech Innovations."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m12""], ""rationale"": ""m12 mentions using skills to develop accessible technologies for people with disabilities, which reflects the goal, but lacks the specific startup name and expression of pride.""}]",Retrieved memories capture the humanitarian goal of empowering individuals with disabilities but miss specific details like the startup name and expression of pride.
mem0_medium:463,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,463,3:41:8,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What role might mindfulness practices play in Donald Brown's entrepreneurial journey after April 24, 2032?",Help maintain mental health and manage stress.,No relevant memories found.,omission,2,20,False,False,False,0.4,True,True,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown acknowledged the challenges of balancing entrepreneurial demands with personal well-being and emphasized the role of mindfulness in managing stress."", ""status"": ""supported"", ""best_memory_ids"": [""m2"", ""m6""], ""rationale"": ""m2 mentions mindfulness practices improving overall outlook; m6 explicitly states mindfulness helps maintain mental health and a positive mental state, aligning with managing stress.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown considered the role of mindfulness practices in maintaining mental health amidst entrepreneurial challenges."", ""status"": ""supported"", ""best_memory_ids"": [""m2"", ""m6""], ""rationale"": ""m2 and m6 both discuss mindfulness in the context of health and mental well-being, supporting the role of mindfulness in maintaining mental health.""}]","Multiple memories confirm Donald's use of mindfulness for mental health and stress management, directly supporting the evidence."
mem0_medium:467,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,467,3:42:3,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown express a preference for nature retreats over cultural festivals on July 09, 2032?","No, he prefers cultural festivals over nature retreats.",No relevant memory found.,omission,2,20,False,False,False,0.2857,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's travel preference shifted towards cultural festivals, finding them vibrant and enriching."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""Retrieved memories mention both nature retreats and cultural immersion trips as interests, but none state a shift towards cultural festivals or a preference for cultural festivals over nature retreats.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed a preference for cultural engagement over solitude offered by nature retreats."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory expresses a preference for cultural engagement over solitude offered by nature retreats; memories mention both as interests without comparison.""}]",Retrieved memories do not contain the factual claim that Donald Brown prefers cultural festivals over nature retreats; they only list both as interests.
mem0_medium:468,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,468,3:43:1,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Memory Conflict,"Did Donald Brown express a dislike for diverse genres on Oct 19, 2032?","No, he expressed appreciation for diverse genres.","No, no memory exists.",omission,2,20,False,False,False,0.2273,False,False,False,False,True,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's reading preference changed from liking 'Science fiction novels' to appreciating 'Diverse genres' including mystery and fantasy, which offer unique perspectives and storytelling styles."", ""status"": ""contradicted"", ""best_memory_ids"": [""m9""], ""rationale"": ""Memory m9 states user enjoys science fiction but dislikes romantic and self-help books, contradicting the gold evidence that he appreciates diverse genres including mystery and fantasy.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed excitement about the diverse perspectives and storytelling styles he encounters in his book club, finding them mentally stimulating and fulfilling."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions a book club or excitement about diverse perspectives and storytelling styles.""}]",Memory m9 contradicts the claim of appreciating diverse genres by stating dislikes for certain genres; no memory supports the book club excitement.
mem0_medium:469,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,469,3:43:2,6106afc1-6ad6-c821-3f0f-b491e3e0b833,Generalization & Application,"What new genres might Donald Brown explore in his reading routine after Oct 19, 2032?",Mystery and fantasy genres.,Mindfulness and cultural books.,hallucination,2,20,False,False,False,0.3158,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Brown's reading preference changed from liking 'Science fiction novels' to appreciating 'Diverse genres' including mystery and fantasy, which offer unique perspectives and storytelling styles."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions mystery or fantasy genres; memories discuss mindfulness, culture, and science fiction.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Brown expressed a desire to continue exploring diverse genres and incorporating these new insights into his reading routine."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory expresses desire to explore diverse genres including mystery and fantasy.""}]",Retrieved memories lack the key factual claims about Donald Brown's interest in mystery and fantasy genres.
