idx,qa_key,question,baseline_label,r3a_triggered,raw_memory_count,suspected_counterevidence_count,has_suspected_counterevidence,top_suspicion_score,top_suspected_reason
881,6:1:1,Did Williams Donna have children in January 2025?,correct,False,20,0,False,0,
885,6:2:2,"Is Williams Donna unemployed as of September 6, 2025?",correct,False,20,4,True,7,"shared topic/object tokens: donna, william; shared entity/name anchor; temporal/update cues overlap with question timing"
887,6:3:1,Does Williams Donna enjoy visiting all-inclusive resorts?,correct,True,20,4,True,6,"shared topic/object tokens: all, inclusive, resort; negation/contrast cues: dislikes; weak preference contrast; selected_by_r3a"
891,6:5:2,"Did Donna decide to stay at all-inclusive resorts for cultural exploration on March 13, 2026?",hallucination,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
893,6:7:1,"Did Donna decide to ignore sustainability in her clothing choices after attending the conference on Aug 21, 2026?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
899,6:8:4,Did Donna's strategic shift to mobile device refurbishment begin in 2024?,correct,False,20,5,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
900,6:8:5,"Was Donna's health unaffected by the strategic shift to the mobile device refurbishment market as of Mar 15, 2026?",omission,False,20,5,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
904,6:12:1,"Did Donna express disinterest in plant-based meals during the workshop on December 15, 2027?",correct,True,20,5,True,4,"shared topic/object tokens: bas, meal, plant; negation/contrast cues: avoids; selected_by_r3a"
919,6:16:3,"Did Donna attend a seminar on environmental sustainability before October 31, 2028?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
931,6:21:6,Did Donna's monthly income decrease after her promotion on 2029-08-10?,hallucination,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
932,6:21:7,Was Donna's health status still 'Below Average' on 2029-11-01?,correct,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
933,6:21:8,Did Donna's friendship with Linda have no impact on her sustainability initiatives on 2030-02-15?,correct,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
934,6:21:9,Was Donna's chronic disease situation unchanged on 2029-11-01?,correct,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
937,6:22:3,"Did Donna express a preference for tech-themed simulation games over real-world projects on Feb 25, 2030?",omission,False,20,6,True,7,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; weak preference contrast
940,6:23:3,"Did Donna express a preference for romantic comedies on Aug 05, 2030?",correct,True,20,5,True,3,"shared topic/object tokens: comedi, romantic; negation/contrast cues: avoids; selected_by_r3a"
943,6:24:3,"Did Donna express aversion to eco-friendly fast food on January 12, 2031?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
959,6:31:2,"Did Donna decide against joining guided tours after her experience on May 08, 2032?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
961,6:32:1,"Did Donna decide to keep her recycled material sneakers as part of her minimalist lifestyle on Oct 15, 2032?",omission,False,20,5,True,6,"shared topic/object tokens: material, recycl; possible event completion vs plan/alternative contrast"
966,6:33:3,"Did Donna express a dislike for first-person shooter games after March 25, 2033?",omission,False,20,5,True,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal
968,6:36:2,"Did Donna express disinterest in science fiction films during her tech conference on Sep 02, 2033?",hallucination,True,20,7,True,6,"shared topic/object tokens: fiction, film, science; negation/contrast cues: avoids; weak preference contrast; selected_by_r3a"
969,6:36:3,Has Donna decided to stop watching science fiction films because they do not align with her professional goals?,hallucination,False,20,0,False,0,
970,6:39:1,"Did Donna express excitement about discovering new processed snacks with artificial ingredients at the health expo on Feb 09, 2034?",correct,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
972,6:40:1,"Did Donna's salary increase to 13,500 yuan after her negotiation on May 01, 2033?",omission,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
973,6:40:2,"Was Donna's health status still below average as of July 20, 2033?",correct,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
974,6:40:3,"Did Donna express gratitude only towards Sarah and Karen during her reflection on March 01, 2034?",correct,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
983,6:41:3,"Did Donna express dissatisfaction with her cat's aloof nature on July 20, 2034?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
984,6:42:1,"Did Donna express disappointment about the herbal green teas she discovered on Dec 27, 2034?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
987,6:44:1,"Did Donna decide to focus exclusively on Silicon Valley for her travel goals on Jun 06, 2035?",correct,False,20,6,True,8,"shared topic/object tokens: silicon, valley; shared entity/name anchor; possible event completion vs plan/alternative contrast"
991,6:46:2,"Did Donna decide to switch to traditional business attire instead of sustainable options on Nov 13, 2035?",correct,False,20,6,True,7,"shared topic/object tokens: attire, busines, sustainable; possible event completion vs plan/alternative contrast"
995,6:47:3,"Did Donna's monthly income increase to 15,000 yuan after starting GreenWave Innovations on Jun 01, 2035?",omission,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
996,6:47:4,"Did Donna's health status worsen after launching GreenWave Innovations on Feb 01, 2036?",omission,False,20,4,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
1000,6:48:2,"Did Donna express a preference for action-adventure games over puzzle games on April 22, 2036?",omission,False,20,8,True,7,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; weak preference contrast
1001,6:48:3,"Did Donna attend a movie convention on April 22, 2036, to explore new film genres?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1004,6:49:3,"Did Donna decide to focus on documentaries about general innovation on September 29, 2036?",correct,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1006,6:50:2,"Did Donna remove her dislike for processed snacks due to a focus on taste rather than sustainability on Mar 09, 2037?",correct,False,20,3,True,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal
1013,6:54:3,"Did Donna decide to avoid locally sourced fruits on January 24, 2038?",omission,False,20,6,True,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal
1014,6:56:1,"Did Donna establish EcoStrategic Consulting before March 01, 2038?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1015,6:56:2,Did Donna's health improve significantly after starting her consultancy role in December 2037?,omission,False,20,4,True,7,"shared topic/object tokens: december, donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing"
1016,6:56:3,"Was Donna's mental health considered 'Stable and Positive' as of December 01, 2037?",correct,False,20,5,True,7,"shared topic/object tokens: december, donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing"
1017,6:56:4,Did Donna's partner have no role in her career transition support?,correct,False,20,0,False,0,
1018,6:56:5,Was Donna's career change to EcoStrategic Consulting driven solely by financial motivations?,correct,False,20,0,False,0,
1025,6:57:3,"Did Donna express a preference for unrealistic science fiction films on Jul 04, 2038?",correct,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1026,6:58:1,"Did Donna express disappointment with the plant-based cuisines at the international food festival on Dec 11, 2038?",omission,True,20,5,True,2,"shared topic/object tokens: bas, plant; selected_by_r3a"
1031,6:59:3,"Did Donna's dislike for rodents persist after May 21, 2039?",omission,False,20,5,True,11,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal
1034,6:60:3,"Did Donna decide to stop drinking coffee altogether after watching the documentary on Oct 28, 2039?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1037,6:63:3,"Did Donna express dissatisfaction with the nutritional science seminar she attended on Apr 06, 2040?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1038,6:66:1,"Did Donna express a lack of enthusiasm for leveraging her network for sustainability initiatives on May 01, 2040?",correct,False,20,3,True,5,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
1039,6:66:2,"Did Donna's consultancy firm's revenue decrease due to poor contract negotiations on Jan 10, 2040?",omission,False,20,3,True,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing
1040,6:66:3,"Did Donna express dissatisfaction with her global network expansion on Mar 15, 2040?",omission,False,20,4,True,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing
1044,7:1:1,"What is Taylor David's birth date, and is he 20 years old in January 2025?",correct,False,19,0,False,0,
1045,7:1:2,Is Taylor David's highest education level a Master's degree in Nutrition Science?,correct,False,19,0,False,0,
1049,7:2:3,"What is Taylor David's job title as of Sep 05, 2025, and does he work for a company?",correct,False,19,3,True,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1050,7:3:1,"Does Taylor David enjoy playing violent video games as of Sep 06, 2025?",correct,True,19,4,True,8,"shared topic/object tokens: enjoy, gam, play, video, violent; negation/contrast cues: avoids; weak preference contrast; selected_by_r3a"
1061,7:8:1,"Did Taylor decide to promote violent video games after attending the conference on Apr 09, 2026?",correct,False,20,3,True,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1070,7:11:2,"Did Taylor David express satisfaction with herbal teas for stress management on Oct 23, 2027?",omission,False,20,3,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1071,7:11:3,"Is Taylor David uninterested in alternative stress management methods as of Oct 23, 2027?",correct,False,20,3,True,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1078,7:16:7,"Did Taylor David's income decrease after transitioning to City Children's Hospital on Nov 19, 2027?",omission,False,20,4,True,6,"shared topic/object tokens: children', hospital; possible event completion vs plan/alternative contrast"
1079,7:16:8,"On Jan 05, 2028, did Taylor David report improved physical health due to his hospital role?",omission,False,20,3,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1080,7:16:9,"Was Taylor David's job title unchanged after his transition on Nov 19, 2027?",hallucination,False,20,3,True,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1081,7:16:10,"Did Taylor David express dissatisfaction with his professional network expansion on Feb 10, 2028?",omission,False,20,3,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1087,7:17:2,"Did Taylor David express a preference for harsh fabrics on April 27, 2028?",correct,False,20,3,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1089,7:18:1,"Did Taylor David find crowded tourist spots conducive to planning during his trip on Oct 31, 2028?",omission,True,20,4,True,6,"shared topic/object tokens: crowd, spot, tourist, trip; negation/contrast cues: dislikes, without; selected_by_r3a"
1093,7:19:2,"Did Taylor David maintain a strong aversion to extreme sports after the May 06, 2029 conference?",omission,False,20,3,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1100,7:23:6,"Did Taylor David start the Global Nutrition Initiative on July 15, 2029?",omission,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1101,7:23:7,Was Taylor David's monthly income increased to $6000 after founding the Global Nutrition Initiative?,hallucination,False,20,5,True,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1102,7:23:8,"Did Taylor David's mental health status change to 'Fatigued and Overwhelmed' on September 28, 2029?",correct,True,20,7,True,3,shared topic/object tokens: health; temporal/update cues overlap with question timing; selected_by_r3a
1103,7:23:9,"Was Taylor David's career in hospital healthcare on August 10, 2029?",correct,False,20,4,True,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1104,7:23:10,Did Taylor David express regret over the founding of the Global Nutrition Initiative?,correct,False,20,1,True,4,shared entity/name anchor; weak preference contrast
1105,7:23:11,"Did NguyenLinh partner with the Global Nutrition Initiative in Africa on August 10, 2029?",omission,False,20,0,False,0,
1113,7:26:2,"Did Taylor David maintain a blanket dislike for all fast food after Nov 19, 2030?",omission,True,20,5,True,7,"shared topic/object tokens: fast, food; possible preference polarity reversal; selected_by_r3a"
1116,7:27:2,"Did Taylor David decide to increase sugar intake in his beverage choices after May 25, 2031?",omission,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1134,7:34:2,"Did Taylor David express a preference for luxury travel over comfortable travel on Jun 03, 2032?",correct,False,20,5,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1141,7:39:3,"Did Taylor express a preference for solo puzzle games after the team retreat on Jun 12, 2033?",omission,False,20,4,True,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1153,7:42:3,"Did Taylor David express satisfaction with sugary cereals in his meal plans on Jun 22, 2034?",correct,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1156,7:43:3,"Did Taylor David express dissatisfaction with adopting a flexible dietary approach on Dec 26, 2034?",omission,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1159,7:46:3,"Did Taylor David express dissatisfaction with the new clothing line due to its lack of flexibility on Jul 01, 2035?",omission,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1160,7:49:1,"Did Taylor David prefer high-speed tours during his travel on January 05, 2036?",correct,True,20,5,True,8,"shared topic/object tokens: prefer, spe, tour, travel; negation/contrast cues: dislikes, without; weak preference contrast; selected_by_r3a"
1179,7:51:3,"Did Taylor David maintain his dislike for competitive weightlifting after July 10, 2036?",omission,False,20,5,True,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1183,7:54:1,"Did Taylor David decide to avoid films with excessive violence after July 19, 2037?",correct,False,20,9,True,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1184,7:54:2,Did Taylor David express dissatisfaction with AI's support in overcoming movie preference changes?,correct,False,20,0,False,0,
1194,7:59:3,"Did Taylor David express dislike for natural snacks on Jan 24, 2038?",omission,True,20,5,True,6,shared topic/object tokens: snack; possible preference polarity reversal; selected_by_r3a
1197,7:60:3,"Did Taylor David express satisfaction with herbal teas for maintaining energy during meal planning on Jul 29, 2038?",omission,False,20,5,True,10,"shared topic/object tokens: herbal, meal, plann, tea; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing"
1200,7:61:3,"Did Taylor David express dissatisfaction with the new fabric technology on Feb 01, 2039?",omission,False,20,5,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1217,7:67:3,"Did Taylor David express a preference for traditional puzzle games during the workshop on August 16, 2040?",omission,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1220,7:68:3,"Did Taylor David reject the idea of using movies for health advocacy on February 19, 2041?",omission,False,20,4,True,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1221,7:70:1,"Did Taylor David express a dislike for sugary sodas during celebrations on Aug 25, 2041?",correct,False,20,6,True,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1226,7:72:3,Did Taylor David plan to avoid spontaneous trips due to their lack of benefits?,omission,False,20,3,True,7,shared entity/name anchor; possible preference polarity reversal
1233,7:74:1,"Did Taylor David express disinterest in using games for children's nutrition education on Sep 04, 2042?",omission,False,20,7,True,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1236,7:75:1,"Did Taylor David express a dislike for films addressing societal issues on Mar 10, 2043?",omission,False,20,5,True,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1250,8:2:1,Is Ananya Sharma's birth date 1982-10-08?,correct,False,20,0,False,0,
1253,8:3:1,"Is Ananya Sharma's monthly income 20000 USD as of Sep 05, 2025?",omission,False,20,0,False,0,
1254,8:3:2,"Does Ananya Sharma work in the tech industry as of Sep 05, 2025?",correct,False,20,1,True,5,shared topic/object tokens: industry; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
1256,8:4:1,Does Ananya Sharma enjoy watching horror films?,omission,False,20,0,False,0,
1257,8:4:2,Does Ananya Sharma enjoy eating durian?,omission,False,20,0,False,0,
1262,8:8:1,"Did Ananya Sharma develop an interest in narrative-driven puzzle games after watching a documentary on storytelling in video games on May 12, 2026?",omission,False,20,2,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1278,8:12:11,"Did Ananya Sharma invest in her health before her salary increase on Mar 01, 2026?",omission,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1279,8:12:12,"Did Ananya Sharma's monthly income increase to $30,000 after her promotion on Dec 17, 2025?",omission,False,20,1,True,7,"shared topic/object tokens: 2025, ananya; shared entity/name anchor; temporal/update cues overlap with question timing"
1280,8:12:13,"Did Ananya Sharma's relationship with Sam start before her salary increase on Jun 15, 2026?",correct,False,20,1,True,6,shared topic/object tokens: ananya; shared entity/name anchor; temporal/update cues overlap with question timing
1281,8:12:14,"Did Ananya Sharma express a desire to work with filmmakers who do not share her vision for Indian storytelling on Sep 01, 2026?",omission,False,20,3,True,9,"shared topic/object tokens: desire, indian, storytell; shared entity/name anchor; possible event completion vs plan/alternative contrast"
1282,8:12:15,"Did Ananya Sharma plan to contribute to more major film festivals before her salary increase on Nov 18, 2026?",hallucination,False,20,4,True,10,"shared topic/object tokens: festival, film; negation/contrast cues: transitioned; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast"
1283,8:13:1,"Did Ananya Sharma decide to completely abandon cultural exploration in her travel plans after December 19, 2026?",correct,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1286,8:14:1,Did Ananya Sharma maintain her dislike for boxing after the discussion on 2027-04-08?,omission,False,20,2,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1287,8:14:2,"Did Ananya Sharma express disinterest in exploring boxing further on April 8, 2027?",omission,False,20,2,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1290,8:17:2,"Did Ananya Sharma decide to wear formal suits on July 28, 2027?",correct,False,20,2,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1296,8:21:2,"Did Ananya Sharma express disappointment about the fusion music concert on Mar 04, 2028?",omission,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1297,8:21:3,"Did Ananya Sharma show reluctance to collaborate with musicians on Mar 04, 2028?",omission,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1298,8:22:1,"Was Ananya Sharma's physical health status 'Good' when she launched her blog on Apr 18, 2027?",omission,False,20,1,True,6,shared topic/object tokens: ananya; shared entity/name anchor; temporal/update cues overlap with question timing
1310,8:25:2,"Did Ananya Sharma dislike indie romantic comedies after the film screening event on January 29, 2029?",omission,False,20,7,True,7,"shared topic/object tokens: comedi, film, romantic; negation/contrast cues: avoids, dislikes; weak preference contrast"
1311,8:25:3,"Did Ananya Sharma plan to exclude indie romantic comedies from her film critiques after January 29, 2029?",omission,False,20,4,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1314,8:27:3,"Did Ananya Sharma express disappointment about planned stops during her road trips on May 20, 2029?",omission,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1318,8:30:1,"Did Ananya Sharma dislike synthetic fabrics after attending the fashion expo on Dec 26, 2029?",omission,False,20,2,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1329,8:32:9,"Did Ananya Sharma express dissatisfaction with her role as a Film Festival Consultant on Apr 23, 2029?",omission,False,20,3,True,8,"shared topic/object tokens: consultant, festival, film, role; negation/contrast cues: transitioned; temporal/update cues overlap with question timing"
1330,8:32:10,"By Feb 24, 2030, did Ananya plan to leave the film industry entirely?",correct,False,20,3,True,6,shared topic/object tokens: ananya; shared entity/name anchor; temporal/update cues overlap with question timing
1331,8:33:1,"Did Ananya Sharma adopt a kitten on Apr 16, 2030, and find it easy to care for?",omission,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1334,8:34:1,"Did Ananya Sharma express disinterest in international film soundtracks on August 04, 2030?",omission,True,20,5,True,5,"shared topic/object tokens: film, soundtrack; negation/contrast cues: dislikes; weak preference contrast; selected_by_r3a"
1337,8:35:1,"Did Ananya Sharma dislike Hyderabadi biryani after attending the cooking class on Nov 22, 2030?",omission,False,20,2,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1357,8:43:1,"Did Ananya Sharma plan to exclude adventure activities from her family vacations after October 19, 2031?",omission,False,20,1,True,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing"
1364,8:45:2,"Did Ananya Sharma decide to remove vibrant colors from her wardrobe after May 27, 2032?",omission,False,20,3,True,7,shared topic/object tokens: ananya; shared entity/name anchor; possible event completion vs plan/alternative contrast
1385,8:55:2,"Did Ananya Sharma express a preference for CGI-heavy films during the workshop on Nov 30, 2033?",correct,True,20,2,True,5,"shared topic/object tokens: cgi, film, heavy; negation/contrast cues: avoids, dislikes; selected_by_r3a"
1412,8:64:3,"Did Ananya Sharma dislike all spicy foods after attending the Mexican food festival on Sep 23, 2035?",omission,False,20,4,True,7,"shared topic/object tokens: attend, festival; possible preference polarity reversal"
1414,8:65:2,Did Ananya Sharma plan future family vacations to focus solely on adventure activities?,omission,False,20,0,False,0,
1419,8:67:1,"Did Ananya Sharma decide to keep parrots as pets on Aug 19, 2036?",omission,False,20,3,True,7,shared topic/object tokens: ananya; shared entity/name anchor; possible event completion vs plan/alternative contrast
1438,9:1:1,What is Jennifer Martin's birth date? I heard she was born in 2000.,correct,False,9,0,False,0,
1439,9:1:2,Is Jennifer Martin single as of September 2025?,hallucination,False,14,4,True,8,"shared topic/object tokens: 2025, september; shared entity/name anchor; negation/contrast cues: no; temporal/update cues overlap with question timing"
1443,9:2:3,"What is Jennifer Martin's job title at TechCloud Solutions as of Sep 05, 2025?",correct,False,18,4,True,8,"shared topic/object tokens: 2025, solution; shared entity/name anchor; negation/contrast cues: employed; temporal/update cues overlap with question timing"
1447,9:6:2,"Did Jennifer Martin express satisfaction with ride-sharing apps during her business trip on Feb 01, 2026?",omission,False,18,1,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1456,9:8:3,"Did Jennifer Martin decide to continue disliking romantic novels after the book club meeting on Jun 02, 2026?",omission,False,20,3,True,7,"shared topic/object tokens: book, dislik, novel, romantic; negation/contrast cues: avoids, dislikes, not"
1458,9:9:2,"Did Jennifer Martin dislike formal suits after attending the tech conference on Oct 01, 2026?",omission,False,20,5,True,7,"shared topic/object tokens: attend, tech; possible preference polarity reversal"
1461,9:10:2,"Did Jennifer Martin decide to increase her black coffee intake on Jan 30, 2027, due to low blood pressure?",omission,False,20,2,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1466,9:15:2,"Did Jennifer Martin decide against caring for high-maintenance pets due to her busy schedule on Sep 29, 2027?",correct,False,20,2,True,12,"shared topic/object tokens: busy, maintenance, pet, schedule; negation/contrast cues: avoids, dislikes, does not, not; possible event completion vs plan/alternative contrast"
1479,9:18:3,"Did Jennifer Martin prefer attending physical tech conferences over virtual ones as of January 28, 2028?",omission,False,20,6,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1480,9:19:1,"Did Jennifer Martin maintain her dislike for self-help books after the seminar on May 27, 2028?",omission,True,20,3,True,8,"shared topic/object tokens: book, help, self; negation/contrast cues: avoids, dislikes, not; weak preference contrast; selected_by_r3a"
1485,9:20:3,"Did Jennifer Martin express a desire to maintain her current clothing style without any changes after the outdoor tech meetup on September 25, 2028?",omission,False,20,4,True,7,shared topic/object tokens: september; shared entity/name anchor; negation/contrast cues: no; temporal/update cues overlap with question timing
1487,9:21:2,"Did Jennifer Martin express dislike for low-sugar sodas at the tech conference on Jan 24, 2029?",omission,False,20,6,True,6,shared topic/object tokens: tech; possible preference polarity reversal
1504,9:29:1,"Did Jennifer Martin decide to completely abandon traditional books after attending the tech conference on May 23, 2030?",omission,True,20,2,True,5,"shared topic/object tokens: book, tech; negation/contrast cues: avoids, dislikes, not; selected_by_r3a"
1508,9:30:2,"Did Jennifer Martin decide to avoid bright colors in her clothing after Sep 21, 2030?",omission,False,20,2,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1515,9:32:3,"Did Jennifer Martin express a preference for solo strategy games over multiplayer ones after May 20, 2031?",omission,False,20,2,True,7,"shared topic/object tokens: gam, over, strategy; negation/contrast cues: avoids, dislikes; weak preference contrast"
1519,9:35:1,"Did Jennifer Martin decide to focus her travel on tech hubs for professional growth on Jan 17, 2032?",omission,False,20,1,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1523,9:38:2,"Did Jennifer Martin express a desire to focus solely on technology and ignore business strategy after the summit on May 17, 2032?",omission,False,20,2,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1526,9:40:2,"Did Jennifer Martin decide to completely avoid formal suits after her recent meetings on Sep 15, 2032?",omission,False,20,2,True,6,"shared topic/object tokens: avoid, formal, suit; negation/contrast cues: avoids; weak preference contrast"
1535,9:42:2,"Did Jennifer Martin express dislike for sugar-free sodas at the tech meetup on Jan 14, 2033?",omission,False,20,5,True,6,shared topic/object tokens: tech; possible preference polarity reversal
1540,9:48:1,"Did Jennifer Martin transition from IT consulting to AI research on April 13, 2033?",omission,False,20,2,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1541,9:48:2,"Did Jennifer Martin express a lack of excitement about her career transition on May 01, 2033?",omission,False,20,1,True,6,shared topic/object tokens: jennifer; shared entity/name anchor; temporal/update cues overlap with question timing
1553,9:49:3,"Did Jennifer Martin continue to dislike fish as pets after her aquarium visit on Sep 12, 2033?",omission,False,20,3,True,9,"shared topic/object tokens: aquarium, fish, pet; negation/contrast cues: avoids, dislikes, does not, not; weak preference contrast"
