excel_row,sample_id,question_id,memory_id,r3a_triggered,r0_label,r3a_label,auto_reject_reason,candidate_type,auto_failure_source,human_has_retrieved_counterevidence,human_premise_extraction_correct,human_slot_mapping_correct,human_refutes_premise,human_should_trigger,human_auto_reject_reasonable,human_failure_source,modified_original_human_fields,final_diff_fields,confirmed_missed_true_counterevidence,confirmed_missed_should_trigger,question,candidate_memory,human_note
71,76,1:30:6,20,False,hallucination,hallucination,not_refuting,related_but_not_refuting,slot_mapping_error,没有,错误,错误,不是反证但有用,不该触发,合理,,否,无,False,False,Did Martin Mark express optimism about his future role as Senior Director before June 2029?,"User is employed as a director at Huaxin Consulting in the healthcare industry, earning a monthly income of 15,700 USD and holding 43,700 USD in savings as of September 5, 2025",人工标注与严格复核一致。
72,116,1:44:4,10,False,hallucination,hallucination,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin's lifestyle changes after his salary increase lead to decreased job satisfaction by December 1, 2031?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
73,116,1:44:4,11,False,hallucination,hallucination,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证但有用,不该触发,合理,,是,"Q,T,U,V,W",False,False,"Did Martin's lifestyle changes after his salary increase lead to decreased job satisfaction by December 1, 2031?","Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",新岗位带来 relief 和更好平衡，不能直接反驳“薪资增加后的生活方式变化导致工作满意度下降”；原因链和 job satisfaction 未直接对应。原标为模糊反证偏宽。
74,116,1:44:4,15,False,hallucination,hallucination,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin's lifestyle changes after his salary increase lead to decreased job satisfaction by December 1, 2031?","Yoga remains a staple in Martin’s routine, complementing the more intense activities and supporting his mental clarity.",人工标注与严格复核一致。
75,174,2:9:1,2,False,hallucination,hallucination,absence_not_refutation,absence_not_refutation,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Johnson Joseph's monthly income increase from 3500 yuan to 4500 yuan after his promotion on Dec 21, 2025?","User's name is Johnson Joseph, male, born on May 11, 1997, currently 28 years old, and resides in Albi.",人工标注与严格复核一致。
76,188,2:15:1,1,False,hallucination,hallucination,premise_anchor_mismatch,no_candidate_overlap,no_counterevidence_in_raw_memories,没有,正确,正确,不是反证但有用,不该触发,合理,,是,"Q,T,U,V,W",False,False,Did Johnson Joseph lose interest in strategy-based games after his layoff in August 2027?,"User likes puzzle games for mental challenge and relaxation during downtime at the B&B, enjoys board games to interact with guests and create a friendly atmosphere, and avoids first‑person shooters because they are too intense and lack strategic calmness.",喜欢 puzzle/board games 不能等同于仍对 strategy-based games 有兴趣，也没有 layoff 后的时间条件。原标为模糊反证偏宽。
77,188,2:15:1,2,False,hallucination,hallucination,premise_anchor_mismatch,no_candidate_overlap,no_counterevidence_in_raw_memories,没有,正确,正确,不是反证,不该触发,合理,,否,无,False,False,Did Johnson Joseph lose interest in strategy-based games after his layoff in August 2027?,"User's partner was born on May 11, 1995, shares a passion for travel and tourism, and supports Johnson's business endeavors.",人工标注与严格复核一致。
78,188,2:15:1,4,False,hallucination,hallucination,slot_mismatch,slot_value_near_miss,no_counterevidence_in_raw_memories,没有,正确,正确,不是反证,不该触发,合理,,否,无,False,False,Did Johnson Joseph lose interest in strategy-based games after his layoff in August 2027?,"User's name is Johnson Joseph, male, born on May 11, 1997, currently 28 years old, and resides in Albi.",人工标注与严格复核一致。
79,0,1:1:3,8,False,correct,correct,not_refuting,related_but_not_refuting,premise_extraction_error,没有,错误,错误,不是反证但有用,不该触发,合理,,否,无,False,False,Did Martin Mark establish a global health initiative with his partner in 2025?,User holds a Bachelor’s degree with a major in Public Health.,人工标注与严格复核一致。
80,0,1:1:3,12,False,correct,correct,not_refuting,related_but_not_refuting,premise_extraction_error,没有,错误,错误,不是反证但有用,不该触发,合理,,否,无,False,False,Did Martin Mark establish a global health initiative with his partner in 2025?,"User likes wellness retreats for relaxation and activities that promote physical and mental health, aligning with his lifestyle; he avoids crowded tourist spots because they can be overwhelming and stressful; he enjoys nature hikes to connect with the environment and experience tranquility as an escape from his busy work life; he likes cultural tours for insights into different lifestyles and traditions, and spa vacations for unwinding and rejuvenation to maintain life balance.",人工标注与严格复核一致。
81,0,1:1:3,13,False,correct,correct,not_refuting,related_but_not_refuting,premise_extraction_error,没有,错误,错误,不是反证,不该触发,合理,,否,无,False,False,Did Martin Mark establish a global health initiative with his partner in 2025?,"User dislikes violent video games because they promote aggression, which opposes his values of peace and well‑being; he likes puzzle games as they challenge his mind and improve problem‑solving skills crucial to his profession; he also avoids gambling games due to their potential for addiction and financial stress, which are detrimental to mental health.",人工标注与严格复核一致。
82,1,1:2:1,2,False,correct,correct,absence_not_refutation,absence_not_refutation,temporal_gate_too_strict,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
83,1,1:2:1,3,False,correct,correct,absence_not_refutation,absence_not_refutation,temporal_gate_too_strict,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
84,1,1:2:1,4,False,correct,correct,temporal_mismatch,temporal_near_miss,temporal_gate_too_strict,没有,部分正确,过宽,不是反证但有用,不该触发,合理,,否,无,False,False,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?","User works with a colleague named Daniel Martinez, whose expertise in healthcare consulting challenges him to push boundaries and innovate, significantly impacting his career growth",人工标注与严格复核一致。
85,5,1:2:2,1,False,correct,correct,absence_not_refutation,absence_not_refutation,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Is Martin Mark unemployed and struggling financially as of Sep 06, 2025?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
86,5,1:2:2,2,False,correct,correct,absence_not_refutation,absence_not_refutation,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Is Martin Mark unemployed and struggling financially as of Sep 06, 2025?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
87,11,1:3:2,1,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark mention a preference for reptiles as pets on Sep 07, 2025?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
88,11,1:3:2,2,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark mention a preference for reptiles as pets on Sep 07, 2025?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
89,42,1:18:2,1,False,correct,correct,absence_not_refutation,absence_not_refutation,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
90,42,1:18:2,8,False,correct,correct,absence_not_refutation,absence_not_refutation,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
91,46,1:22:1,6,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin retire early from Huaxin Consulting on March 10, 2028?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
92,46,1:22:1,7,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin retire early from Huaxin Consulting on March 10, 2028?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
93,46,1:22:1,11,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,不确定,部分正确,过宽,模糊反证,不确定,部分合理,人工无法判断,是,"Q,T,U,V,W",False,False,"Did Martin retire early from Huaxin Consulting on March 10, 2028?","Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",转到新岗位可能反驳“退休”，但问题是“从 Huaxin Consulting 提前退休”且日期不明确；它不是足够严格的真反证。
94,48,1:22:3,1,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin officially begin his retirement on June 1, 2028?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
95,48,1:22:3,2,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin officially begin his retirement on June 1, 2028?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
96,48,1:22:3,6,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,不确定,部分正确,过宽,模糊反证,不确定,部分合理,人工无法判断,是,"Q,T,U,V,W",False,False,"Did Martin officially begin his retirement on June 1, 2028?","Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",转到新岗位可能反驳“正式开始退休”，但缺少与 2028-06-01 的直接时间对应；严格审计下不宜直接标真反证。
97,122,1:48:1,7,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",人工标注与严格复核一致。
98,122,1:48:1,9,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
99,122,1:48:1,13,False,correct,correct,absence_not_refutation,absence_not_refutation,premise_extraction_error,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,"Yoga remains a staple in Martin’s routine, complementing the more intense activities and supporting his mental clarity.",人工标注与严格复核一致。
100,140,1:56:3,6,False,correct,correct,absence_not_refutation,absence_not_refutation,temporal_gate_too_strict,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?","User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",人工标注与严格复核一致。
101,140,1:56:3,17,False,correct,correct,absence_not_refutation,absence_not_refutation,temporal_gate_too_strict,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?","Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",人工标注与严格复核一致。
102,140,1:56:3,18,False,correct,correct,absence_not_refutation,absence_not_refutation,temporal_gate_too_strict,没有,错误,过宽,不是反证,不该触发,合理,,否,无,False,False,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?","User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",人工标注与严格复核一致。
103,168,2:2:1,1,False,correct,correct,absence_not_refutation,absence_not_refutation,no_counterevidence_in_raw_memories,没有,正确,过宽,不是反证,不该触发,合理,,否,无,False,False,Is Johnson Joseph employed by a large hotel chain as a manager?,"User's name is Johnson Joseph, male, born on May 11, 1997, currently 28 years old, and resides in Albi.",人工标注与严格复核一致。
104,30,1:10:3,1,True,correct,correct,selected,triggered_by_r3a,already_triggered,明确有,正确,正确,真反证,应该触发,合理,,否,无,False,False,"Did Martin express interest in violent video games on July 14, 2026?","User dislikes violent video games because they promote aggression, which opposes his values of peace and well‑being; he likes puzzle games as they challenge his mind and improve problem‑solving skills crucial to his profession; he also avoids gambling games due to their potential for addiction and financial stress, which are detrimental to mental health.",人工标注与严格复核一致。
105,177,2:3:3,2,True,correct,correct,selected,triggered_by_r3a,already_triggered,明确有,正确,正确,真反证,应该触发,合理,,否,无,False,False,"Did Johnson Joseph express a dislike for documentaries on Sep 06, 2025?","User prefers documentaries for cultural and historical insight, comedies to unwind after managing the B&B, and romantic dramas for inspiring, emotional stories, while disliking horror films that cause anxiety and science‑fiction movies that feel too far‑fetched.",人工标注与严格复核一致。
