idx,question,r0_label,b_gated_v2_2_label,memory_index,memory_text,final_reject_reason,near_miss_type,gate_trace_summary,why_potentially_repairable,manual_audit_label_empty,manual_notes_empty
91,"Did Martin Mark's perception of wrestling remain negative after attending a live event on May 31, 2030?",omission,omission,11,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""event may 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""event may 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after attending a live event on May 31; May 31, 2030"", ""event_condition"": ""after attending a live event on May 31"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark's perception of wrestling remain negative after attending a live event on May 31, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""event"", ""may"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark's"", ""mark'"", ""perception"", ""wrestling"", ""wrestl"", ""remain"", ""negative"", ""attending"", ""attend"", ""live"", ""event"", ""may"", ""2030""], ""value_tokens"": [""event"", ""may"", ""2030""], ""temporal_tokens"": [""attending"", ""attend"", ""live"", ""event"", ""may"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
91,"Did Martin Mark's perception of wrestling remain negative after attending a live event on May 31, 2030?",omission,omission,13,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""event may 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""event may 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after attending a live event on May 31; May 31, 2030"", ""event_condition"": ""after attending a live event on May 31"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark's perception of wrestling remain negative after attending a live event on May 31, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""event"", ""may"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark's"", ""mark'"", ""perception"", ""wrestling"", ""wrestl"", ""remain"", ""negative"", ""attending"", ""attend"", ""live"", ""event"", ""may"", ""2030""], ""value_tokens"": [""event"", ""may"", ""2030""], ""temporal_tokens"": [""attending"", ""attend"", ""live"", ""event"", ""may"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
93,"Did Martin Mark abandon conservation-focused hikes after December 06, 2030?",omission,omission,1,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""hik december 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""hik december 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after December 06; December 06, 2030"", ""event_condition"": ""after December 06"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark abandon conservation-focused hikes after December 06, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""hik"", ""december"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""abandon"", ""conservation"", ""focused"", ""focus"", ""hikes"", ""hik"", ""december"", ""2030""], ""value_tokens"": [""hik"", ""december"", ""2030""], ""temporal_tokens"": [""december"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
93,"Did Martin Mark abandon conservation-focused hikes after December 06, 2030?",omission,omission,2,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""hik december 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""hik december 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after December 06; December 06, 2030"", ""event_condition"": ""after December 06"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark abandon conservation-focused hikes after December 06, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""hik"", ""december"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""abandon"", ""conservation"", ""focused"", ""focus"", ""hikes"", ""hik"", ""december"", ""2030""], ""value_tokens"": [""hik"", ""december"", ""2030""], ""temporal_tokens"": [""december"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
93,"Did Martin Mark abandon conservation-focused hikes after December 06, 2030?",omission,omission,3,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""hik december 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""hik december 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after December 06; December 06, 2030"", ""event_condition"": ""after December 06"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark abandon conservation-focused hikes after December 06, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""hik"", ""december"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""abandon"", ""conservation"", ""focused"", ""focus"", ""hikes"", ""hik"", ""december"", ""2030""], ""value_tokens"": [""hik"", ""december"", ""2030""], ""temporal_tokens"": [""december"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
93,"Did Martin Mark abandon conservation-focused hikes after December 06, 2030?",omission,omission,10,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""hik december 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""hik december 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after December 06; December 06, 2030"", ""event_condition"": ""after December 06"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark abandon conservation-focused hikes after December 06, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""hik"", ""december"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""abandon"", ""conservation"", ""focused"", ""focus"", ""hikes"", ""hik"", ""december"", ""2030""], ""value_tokens"": [""hik"", ""december"", ""2030""], ""temporal_tokens"": [""december"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
93,"Did Martin Mark abandon conservation-focused hikes after December 06, 2030?",omission,omission,13,"Yoga remains a staple in Martin’s routine, complementing the more intense activities and supporting his mental clarity.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""hik december 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""hik december 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""after December 06; December 06, 2030"", ""event_condition"": ""after December 06"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark abandon conservation-focused hikes after December 06, 2030?"", ""anchor_tokens"": [""martin"", ""mark"", ""hik"", ""december"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""abandon"", ""conservation"", ""focused"", ""focus"", ""hikes"", ""hik"", ""december"", ""2030""], ""value_tokens"": [""hik"", ""december"", ""2030""], ""temporal_tokens"": [""december"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
95,"Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?",omission,omission,3,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""recovery sep 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""recovery sep 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 04; Sep 04, 2030"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?"", ""anchor_tokens"": [""martin"", ""recovery"", ""sep"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""skepticism"", ""responsible"", ""gaming"", ""gam"", ""practices"", ""practic"", ""friend's"", ""friend'"", ""recovery"", ""sep"", ""2030""], ""value_tokens"": [""recovery"", ""sep"", ""2030""], ""temporal_tokens"": [""sep"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
95,"Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?",omission,omission,8,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""recovery sep 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""recovery sep 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 04; Sep 04, 2030"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?"", ""anchor_tokens"": [""martin"", ""recovery"", ""sep"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""skepticism"", ""responsible"", ""gaming"", ""gam"", ""practices"", ""practic"", ""friend's"", ""friend'"", ""recovery"", ""sep"", ""2030""], ""value_tokens"": [""recovery"", ""sep"", ""2030""], ""temporal_tokens"": [""sep"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
95,"Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?",omission,omission,15,"Yoga remains a staple in Martin’s routine, complementing the more intense activities and supporting his mental clarity.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""recovery sep 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""recovery sep 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 04; Sep 04, 2030"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?"", ""anchor_tokens"": [""martin"", ""recovery"", ""sep"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""skepticism"", ""responsible"", ""gaming"", ""gam"", ""practices"", ""practic"", ""friend's"", ""friend'"", ""recovery"", ""sep"", ""2030""], ""value_tokens"": [""recovery"", ""sep"", ""2030""], ""temporal_tokens"": [""sep"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
95,"Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?",omission,omission,17,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""recovery sep 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""recovery sep 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 04; Sep 04, 2030"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?"", ""anchor_tokens"": [""martin"", ""recovery"", ""sep"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""skepticism"", ""responsible"", ""gaming"", ""gam"", ""practices"", ""practic"", ""friend's"", ""friend'"", ""recovery"", ""sep"", ""2030""], ""value_tokens"": [""recovery"", ""sep"", ""2030""], ""temporal_tokens"": [""sep"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
95,"Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?",omission,omission,4,"Despite enjoying the thrill, Martin emphasizes that he continues to prioritize safety while engaging in these activities.",temporal_mismatch,temporal_near_miss,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""recovery sep 2030"", ""slot"": ""generic_yesno"", ""claimed_value"": ""recovery sep 2030"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 04; Sep 04, 2030"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express skepticism about responsible gaming practices during his friend's recovery on Sep 04, 2030?"", ""anchor_tokens"": [""martin"", ""recovery"", ""sep"", ""2030""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""skepticism"", ""responsible"", ""gaming"", ""gam"", ""practices"", ""practic"", ""friend's"", ""friend'"", ""recovery"", ""sep"", ""2030""], ""value_tokens"": [""recovery"", ""sep"", ""2030""], ""temporal_tokens"": [""sep"", ""2030""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""temporal_mismatch"", ""detail"": ""premise has strong time condition but memory is undated""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
105,"Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?",omission,omission,2,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""work sep 2031"", ""slot"": ""generic_yesno"", ""claimed_value"": ""work sep 2031"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 16; Sep 16, 2031"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?"", ""anchor_tokens"": [""martin"", ""mark"", ""work"", ""sep"", ""2031""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""find"", ""rock"", ""music"", ""therapeutic"", ""stressful"", ""periods"", ""period"", ""work"", ""sep"", ""2031""], ""value_tokens"": [""work"", ""sep"", ""2031""], ""temporal_tokens"": [""sep"", ""2031""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin, work""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
105,"Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?",omission,omission,4,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""work sep 2031"", ""slot"": ""generic_yesno"", ""claimed_value"": ""work sep 2031"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 16; Sep 16, 2031"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?"", ""anchor_tokens"": [""martin"", ""mark"", ""work"", ""sep"", ""2031""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""find"", ""rock"", ""music"", ""therapeutic"", ""stressful"", ""periods"", ""period"", ""work"", ""sep"", ""2031""], ""value_tokens"": [""work"", ""sep"", ""2031""], ""temporal_tokens"": [""sep"", ""2031""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
105,"Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?",omission,omission,13,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""work sep 2031"", ""slot"": ""generic_yesno"", ""claimed_value"": ""work sep 2031"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 16; Sep 16, 2031"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?"", ""anchor_tokens"": [""martin"", ""mark"", ""work"", ""sep"", ""2031""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""find"", ""rock"", ""music"", ""therapeutic"", ""stressful"", ""periods"", ""period"", ""work"", ""sep"", ""2031""], ""value_tokens"": [""work"", ""sep"", ""2031""], ""temporal_tokens"": [""sep"", ""2031""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
105,"Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?",omission,omission,14,"Yoga remains a staple in Martin’s routine, complementing the more intense activities and supporting his mental clarity.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""work sep 2031"", ""slot"": ""generic_yesno"", ""claimed_value"": ""work sep 2031"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 16; Sep 16, 2031"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark find rock music therapeutic during stressful periods at work on Sep 16, 2031?"", ""anchor_tokens"": [""martin"", ""mark"", ""work"", ""sep"", ""2031""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""find"", ""rock"", ""music"", ""therapeutic"", ""stressful"", ""periods"", ""period"", ""work"", ""sep"", ""2031""], ""value_tokens"": [""work"", ""sep"", ""2031""], ""temporal_tokens"": [""sep"", ""2031""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
